# File: A01.popgdp_EUR.csv
# Title: Population and GDP values for SSP2 scenario in EUR.
# Units: Number of people, GDP growth rate, GDP per capita growth rate
# Source: https://economy-finance.ec.europa.eu/publications/2024-ageing-report-economic-and-budgetary-projections-eu-member-states-2022-2070_en
# Column types: cncnnn
# ----------
scenario,year,geo,pop,gdp_gr,gdppc_gr
SSP2,2063,AT,9538233,1.153,1.1584
SSP2,2064,AT,9537844,1.1569,1.1597
SSP2,2065,AT,9537703,1.1561,1.1543
SSP2,2066,AT,9538176,1.1534,1.1474
SSP2,2067,AT,9538823,1.1482,1.1376
SSP2,2068,AT,9540164,1.1431,1.1274
SSP2,2069,AT,9541780,1.1394,1.1197
SSP2,2070,AT,9543884,1.1343,1.1111
SSP2,2071,AT,9546169,,
SSP2,2072,AT,9548392,,
SSP2,2073,AT,9550355,,
SSP2,2074,AT,9552281,,
SSP2,2075,AT,9553802,,
SSP2,2076,AT,9555257,,
SSP2,2077,AT,9556312,,
SSP2,2078,AT,9557094,,
SSP2,2079,AT,9557550,,
SSP2,2080,AT,9557919,,
SSP2,2081,AT,9558098,,
SSP2,2082,AT,9558372,,
SSP2,2083,AT,9558466,,
SSP2,2084,AT,9558379,,
SSP2,2085,AT,9558180,,
SSP2,2086,AT,9557950,,
SSP2,2087,AT,9557930,,
SSP2,2088,AT,9558041,,
SSP2,2089,AT,9558388,,
SSP2,2090,AT,9559004,,
SSP2,2091,AT,9559843,,
SSP2,2092,AT,9560954,,
SSP2,2093,AT,9562321,,
SSP2,2094,AT,9563938,,
SSP2,2095,AT,9565779,,
SSP2,2096,AT,9567787,,
SSP2,2097,AT,9569923,,
SSP2,2098,AT,9572139,,
SSP2,2099,AT,9574383,,
SSP2,2100,AT,9576626,,
SSP2,2022,BE,11617623,1.7936,1.0267
SSP2,2023,BE,11730662,1.6798,0.9358
SSP2,2024,BE,11789713,1.5381,1.1136
SSP2,2025,BE,11829411,1.5717,1.2379
SSP2,2026,BE,11867591,1.3316,1.0128
SSP2,2027,BE,11904193,1.2349,0.9311
SSP2,2028,BE,11939128,1.0924,0.797
SSP2,2029,BE,11974068,1.0014,0.707
SSP2,2030,BE,12009045,1.1476,0.8552
SSP2,2031,BE,12043620,1.1001,0.8127
SSP2,2032,BE,12077617,1.0716,0.7892
SSP2,2033,BE,12111191,1.1002,0.822
SSP2,2034,BE,12144363,1.171,0.8855
SSP2,2035,BE,12179830,1.2475,0.9546
SSP2,2036,BE,12214931,1.3292,1.0439
SSP2,2037,BE,12248705,1.4159,1.14
SSP2,2038,BE,12281680,1.4878,1.221
SSP2,2039,BE,12313370,1.5742,1.3182
SSP2,2040,BE,12343820,1.6659,1.4209
SSP2,2041,BE,12372923,1.6475,1.4149
SSP2,2042,BE,12400520,1.6248,1.4056
SSP2,2043,BE,12426469,1.5645,1.3593
SSP2,2044,BE,12450782,1.5208,1.3293
SSP2,2045,BE,12473485,1.4849,1.3066
SSP2,2046,BE,12494640,1.444,1.2807
SSP2,2047,BE,12513752,1.4028,1.256
SSP2,2048,BE,12530891,1.3723,1.2423
SSP2,2049,BE,12545914,1.3571,1.2429
SSP2,2050,BE,12559197,1.3364,1.2362
SSP2,2051,BE,12570761,1.3296,1.2418
SSP2,2052,BE,12581004,1.3137,1.2368
SSP2,2053,BE,12589870,1.2869,1.2192
SSP2,2054,BE,12597856,1.2704,1.2103
SSP2,2055,BE,12604824,1.2584,1.2047
SSP2,2056,BE,12611231,1.2477,1.1984
SSP2,2057,BE,12617107,1.235,1.1899
SSP2,2058,BE,12622480,1.2231,1.1822
SSP2,2059,BE,12627303,1.2218,1.185
SSP2,2060,BE,12631664,1.2198,1.1846
SSP2,2061,BE,12636103,1.2238,1.1872
SSP2,2062,BE,12640805,1.2217,1.1829
SSP2,2063,BE,12645800,1.2106,1.1699
SSP2,2064,BE,12650972,1.1976,1.155
SSP2,2065,BE,12656450,1.1849,1.1391
SSP2,2066,BE,12662438,1.1674,1.1195
SSP2,2067,BE,12668438,1.1426,1.0945
SSP2,2068,BE,12674489,1.1208,1.072
SSP2,2069,BE,12680664,1.0983,1.0481
SSP2,2070,BE,12687096,1.07,1.0185
SSP2,2071,BE,12693582,,
SSP2,2072,BE,12700043,,
SSP2,2073,BE,12706144,,
SSP2,2074,BE,12711980,,
SSP2,2075,BE,12717035,,
SSP2,2076,BE,12721437,,
SSP2,2077,BE,12724744,,
SSP2,2078,BE,12726961,,
SSP2,2079,BE,12727913,,
SSP2,2080,BE,12727839,,
SSP2,2081,BE,12726444,,
SSP2,2082,BE,12723966,,
SSP2,2083,BE,12720261,,
SSP2,2084,BE,12715529,,
SSP2,2085,BE,12709791,,
SSP2,2086,BE,12702943,,
SSP2,2087,BE,12695709,,
SSP2,2088,BE,12687448,,
SSP2,2089,BE,12678586,,
SSP2,2090,BE,12669272,,
SSP2,2091,BE,12659543,,
SSP2,2092,BE,12649438,,
SSP2,2093,BE,12639008,,
SSP2,2094,BE,12628251,,
SSP2,2095,BE,12617173,,
SSP2,2096,BE,12605736,,
SSP2,2097,BE,12593912,,
SSP2,2098,BE,12581685,,
SSP2,2099,BE,12569076,,
SSP2,2100,BE,12556067,,
SSP2,2022,BG,6838937,2.1732,1.9916
SSP2,2023,BG,6941042,2.5992,2.009
SSP2,2024,BG,6918672,2.0813,2.6791
SSP2,2025,BG,6860349,1.9995,2.8673
SSP2,2026,BG,6802438,1.8773,2.7497
SSP2,2027,BG,6744339,1.974,2.86
SSP2,2028,BG,6685753,1.7923,2.6726
SSP2,2029,BG,6629192,1.7094,2.5691
SSP2,2030,BG,6574153,1.6545,2.496
SSP2,2031,BG,6520799,1.6008,2.4226
SSP2,2032,BG,6469093,1.5893,2.3888
SSP2,2033,BG,6419371,1.5496,2.3155
SSP2,2034,BG,6372608,1.543,2.2278
SSP2,2035,BG,6333689,1.5487,2.1664
SSP2,2036,BG,6295791,1.565,2.1717
SSP2,2037,BG,6258695,1.5905,2.1873
SSP2,2038,BG,6222478,1.5117,2.0894
SSP2,2039,BG,6188057,1.4426,1.9957
SSP2,2040,BG,6155181,1.387,1.9242
SSP2,2041,BG,6123000,1.338,1.8645
SSP2,2042,BG,6091727,1.2971,1.8131
SSP2,2043,BG,6061097,1.2831,1.7926
SSP2,2044,BG,6030905,1.2797,1.7823
SSP2,2045,BG,6001378,1.2795,1.7782
SSP2,2046,BG,5971941,1.2672,1.7643
SSP2,2047,BG,5942884,1.2515,1.7453
SSP2,2048,BG,5914113,1.235,1.7255
SSP2,2049,BG,5885720,1.1778,1.6646
SSP2,2050,BG,5857619,1.1377,1.6229
SSP2,2051,BG,5829653,1.1123,1.5953
SSP2,2052,BG,5802057,1.0938,1.5762
SSP2,2053,BG,5774417,1.0904,1.5722
SSP2,2054,BG,5747135,1.1066,1.5887
SSP2,2055,BG,5719739,1.1412,1.6292
SSP2,2056,BG,5692072,1.1926,1.6902
SSP2,2057,BG,5663896,1.2439,1.7524
SSP2,2058,BG,5635318,1.2821,1.7986
SSP2,2059,BG,5606566,1.3213,1.8442
SSP2,2060,BG,5577599,1.3482,1.8787
SSP2,2061,BG,5548327,1.3622,1.8955
SSP2,2062,BG,5519364,1.3617,1.8963
SSP2,2063,BG,5490261,1.3306,1.8634
SSP2,2064,BG,5461787,1.2902,1.8083
SSP2,2065,BG,5434519,1.2589,1.7629
SSP2,2066,BG,5407825,1.2269,1.7241
SSP2,2067,BG,5381520,1.1791,1.6677
SSP2,2068,BG,5355969,1.1171,1.5921
SSP2,2069,BG,5331321,1.0429,1.5006
SSP2,2070,BG,5307774,0.9622,1.4006
SSP2,2071,BG,5285325,,
SSP2,2072,BG,5263974,,
SSP2,2073,BG,5243725,,
SSP2,2074,BG,5224730,,
SSP2,2075,BG,5207097,,
SSP2,2076,BG,5190244,,
SSP2,2077,BG,5174411,,
SSP2,2078,BG,5159594,,
SSP2,2079,BG,5145717,,
SSP2,2080,BG,5133224,,
SSP2,2081,BG,5121743,,
SSP2,2082,BG,5111421,,
SSP2,2083,BG,5102175,,
SSP2,2084,BG,5093994,,
SSP2,2085,BG,5086931,,
SSP2,2086,BG,5080875,,
SSP2,2087,BG,5075940,,
SSP2,2088,BG,5072047,,
SSP2,2089,BG,5069015,,
SSP2,2090,BG,5066952,,
SSP2,2091,BG,5065672,,
SSP2,2092,BG,5065080,,
SSP2,2093,BG,5065033,,
SSP2,2094,BG,5065457,,
SSP2,2095,BG,5066236,,
SSP2,2096,BG,5067262,,
SSP2,2097,BG,5068408,,
SSP2,2098,BG,5069652,,
SSP2,2099,BG,5070900,,
SSP2,2100,BG,5072147,,
SSP2,2022,CY,904705,3.5226,1.8262
SSP2,2023,CY,926006,3.2295,1.4899
SSP2,2024,CY,936083,3.0482,2.1834
SSP2,2025,CY,941765,2.3875,1.8259
SSP2,2026,CY,946441,2.0181,1.567
SSP2,2027,CY,950152,1.8691,1.5275
SSP2,2028,CY,952823,1.6985,1.42
SSP2,2029,CY,955378,1.6212,1.3599
SSP2,2030,CY,957744,1.578,1.3375
SSP2,2031,CY,959918,1.5433,1.324
SSP2,2032,CY,961896,1.5224,1.323
SSP2,2033,CY,963699,1.5026,1.3232
SSP2,2034,CY,965305,1.5388,1.3545
SSP2,2035,CY,967207,1.594,1.4055
SSP2,2036,CY,968897,1.6659,1.5005
SSP2,2037,CY,970362,1.7528,1.6079
SSP2,2038,CY,971662,1.8069,1.6774
SSP2,2039,CY,972836,1.8725,1.7566
SSP2,2040,CY,973876,1.9423,1.8386
SSP2,2041,CY,974818,1.9095,1.8112
SSP2,2042,CY,975757,1.8692,1.7761
SSP2,2043,CY,976601,1.8518,1.7638
SSP2,2044,CY,977446,1.828,1.7412
SSP2,2045,CY,978267,1.7847,1.6987
SSP2,2046,CY,979100,1.7408,1.6559
SSP2,2047,CY,979902,1.6998,1.6167
SSP2,2048,CY,980701,1.6569,1.5714
SSP2,2049,CY,981552,1.5857,1.4968
SSP2,2050,CY,982420,1.5089,1.4166
SSP2,2051,CY,983339,1.4388,1.3421
SSP2,2052,CY,984294,1.3678,1.2707
SSP2,2053,CY,985226,1.3,1.1998
SSP2,2054,CY,986244,1.2605,1.1585
SSP2,2055,CY,987214,1.2211,1.1203
SSP2,2056,CY,988211,1.1935,1.0919
SSP2,2057,CY,989200,1.1752,1.0691
SSP2,2058,CY,990287,1.1612,1.0549
SSP2,2059,CY,991281,1.1493,1.0499
SSP2,2060,CY,992236,1.143,1.0484
SSP2,2061,CY,993137,1.1401,1.0512
SSP2,2062,CY,993983,1.145,1.0641
SSP2,2063,CY,994728,1.1554,1.0858
SSP2,2064,CY,995352,1.1638,1.1064
SSP2,2065,CY,995856,1.1749,1.1281
SSP2,2066,CY,996274,1.1914,1.1555
SSP2,2067,CY,996563,1.2101,1.1881
SSP2,2068,CY,996706,1.2314,1.2214
SSP2,2069,CY,996761,1.2513,1.2508
SSP2,2070,CY,996715,1.2687,1.2782
SSP2,2071,CY,996574,,
SSP2,2072,CY,996350,,
SSP2,2073,CY,996049,,
SSP2,2074,CY,995705,,
SSP2,2075,CY,995325,,
SSP2,2076,CY,994933,,
SSP2,2077,CY,994486,,
SSP2,2078,CY,994075,,
SSP2,2079,CY,993599,,
SSP2,2080,CY,993163,,
SSP2,2081,CY,992734,,
SSP2,2082,CY,992398,,
SSP2,2083,CY,992099,,
SSP2,2084,CY,991895,,
SSP2,2085,CY,991819,,
SSP2,2086,CY,991900,,
SSP2,2087,CY,992153,,
SSP2,2088,CY,992554,,
SSP2,2089,CY,993093,,
SSP2,2090,CY,993808,,
SSP2,2091,CY,994664,,
SSP2,2092,CY,995661,,
SSP2,2093,CY,996791,,
SSP2,2094,CY,998053,,
SSP2,2095,CY,999433,,
SSP2,2096,CY,1000916,,
SSP2,2097,CY,1002497,,
SSP2,2098,CY,1004165,,
SSP2,2099,CY,1005921,,
SSP2,2100,CY,1007739,,
SSP2,2022,CZ,10516707,2.1048,0.8589
SSP2,2023,CZ,10963888,1.4532,-1.0022
SSP2,2024,CZ,11049464,1.5556,1.3096
SSP2,2025,CZ,11017341,1.781,2.0835
SSP2,2026,CZ,10984063,1.1469,1.4566
SSP2,2027,CZ,10950186,1.0992,1.4186
SSP2,2028,CZ,10914981,1.1243,1.4385
SSP2,2029,CZ,10882453,1.2001,1.4966
SSP2,2030,CZ,10851301,1.3089,1.597
SSP2,2031,CZ,10820816,1.3461,1.6289
SSP2,2032,CZ,10791009,1.3245,1.5983
SSP2,2033,CZ,10762565,1.3138,1.5739
SSP2,2034,CZ,10735818,1.3496,1.5084
SSP2,2035,CZ,10728942,1.3907,1.4503
SSP2,2036,CZ,10723210,1.4365,1.4881
SSP2,2037,CZ,10718041,1.4866,1.5225
SSP2,2038,CZ,10715647,1.4926,1.5067
SSP2,2039,CZ,10715072,1.5197,1.5159
SSP2,2040,CZ,10716445,1.5992,1.582
SSP2,2041,CZ,10718698,1.5959,1.5712
SSP2,2042,CZ,10721656,1.6002,1.57
SSP2,2043,CZ,10725079,1.6143,1.5791
SSP2,2044,CZ,10729080,1.6396,1.6011
SSP2,2045,CZ,10733221,1.6605,1.6253
SSP2,2046,CZ,10736500,1.6723,1.6433
SSP2,2047,CZ,10739354,1.6596,1.6322
SSP2,2048,CZ,10742301,1.6446,1.6181
SSP2,2049,CZ,10744955,1.622,1.5982
SSP2,2050,CZ,10747331,1.5915,1.5713
SSP2,2051,CZ,10749229,1.5652,1.5517
SSP2,2052,CZ,10750188,1.5379,1.5337
SSP2,2053,CZ,10750103,1.5131,1.5158
SSP2,2054,CZ,10749615,1.5022,1.5154
SSP2,2055,CZ,10747298,1.4986,1.5255
SSP2,2056,CZ,10743901,1.5082,1.5469
SSP2,2057,CZ,10739096,1.5368,1.5917
SSP2,2058,CZ,10732283,1.573,1.6442
SSP2,2059,CZ,10724053,1.6113,1.7012
SSP2,2060,CZ,10713330,1.6497,1.758
SSP2,2061,CZ,10701227,1.6702,1.7906
SSP2,2062,CZ,10687990,1.6638,1.7943
SSP2,2063,CZ,10673795,1.6404,1.7791
SSP2,2064,CZ,10658868,1.6067,1.7514
SSP2,2065,CZ,10643474,1.5629,1.711
SSP2,2066,CZ,10627866,1.5106,1.6594
SSP2,2067,CZ,10612344,1.449,1.5958
SSP2,2068,CZ,10597167,1.3794,1.5217
SSP2,2069,CZ,10582613,1.2969,1.4322
SSP2,2070,CZ,10568913,1.2022,1.3263
SSP2,2071,CZ,10556713,,
SSP2,2072,CZ,10546115,,
SSP2,2073,CZ,10537745,,
SSP2,2074,CZ,10531463,,
SSP2,2075,CZ,10526487,,
SSP2,2076,CZ,10523131,,
SSP2,2077,CZ,10520575,,
SSP2,2078,CZ,10519397,,
SSP2,2079,CZ,10519352,,
SSP2,2080,CZ,10520741,,
SSP2,2081,CZ,10523190,,
SSP2,2082,CZ,10526760,,
SSP2,2083,CZ,10531115,,
SSP2,2084,CZ,10536140,,
SSP2,2085,CZ,10541581,,
SSP2,2086,CZ,10547392,,
SSP2,2087,CZ,10554306,,
SSP2,2088,CZ,10560613,,
SSP2,2089,CZ,10567879,,
SSP2,2090,CZ,10575571,,
SSP2,2091,CZ,10583399,,
SSP2,2092,CZ,10591266,,
SSP2,2093,CZ,10599178,,
SSP2,2094,CZ,10606983,,
SSP2,2095,CZ,10614609,,
SSP2,2096,CZ,10621931,,
SSP2,2097,CZ,10628801,,
SSP2,2098,CZ,10635076,,
SSP2,2099,CZ,10640703,,
SSP2,2100,CZ,10645693,,
SSP2,2022,DE,83237124,0.5142,-0.3226
SSP2,2023,DE,84551929,0.5833,-0.4872
SSP2,2024,DE,85041941,1.0564,0.6672
SSP2,2025,DE,85207514,1.0177,0.8591
SSP2,2026,DE,85309747,0.9458,0.8609
SSP2,2027,DE,85351038,0.9509,0.942
SSP2,2028,DE,85324918,0.8462,0.8738
SSP2,2029,DE,85304262,0.771,0.795
SSP2,2030,DE,85284256,0.6943,0.7184
SSP2,2031,DE,85263378,0.6348,0.6596
SSP2,2032,DE,85242159,0.6801,0.7051
SSP2,2033,DE,85221140,0.7664,0.7911
SSP2,2034,DE,85200309,0.8788,0.8817
SSP2,2035,DE,85216229,1.0034,0.99
SSP2,2036,DE,85222956,1.1392,1.1357
SSP2,2037,DE,85222134,1.2856,1.2904
SSP2,2038,DE,85214796,1.3836,1.3959
SSP2,2039,DE,85201421,1.4738,1.4922
SSP2,2040,DE,85183945,1.5533,1.5769
SSP2,2041,DE,85161965,1.563,1.592
SSP2,2042,DE,85135219,1.5651,1.5995
SSP2,2043,DE,85104193,1.5271,1.5664
SSP2,2044,DE,85069388,1.4887,1.5323
SSP2,2045,DE,85031168,1.4528,1.4978
SSP2,2046,DE,84994058,1.4124,1.4588
SSP2,2047,DE,84953444,1.371,1.4207
SSP2,2048,DE,84910816,1.3262,1.3798
SSP2,2049,DE,84863602,1.288,1.3459
SSP2,2050,DE,84813866,1.2503,1.3105
SSP2,2051,DE,84762803,1.2113,1.2715
SSP2,2052,DE,84713028,1.1776,1.2366
SSP2,2053,DE,84664073,1.1472,1.2042
SSP2,2054,DE,84617558,1.1239,1.1807
SSP2,2055,DE,84569064,1.1188,1.175
SSP2,2056,DE,84523578,1.1162,1.1741
SSP2,2057,DE,84472323,1.1164,1.1772
SSP2,2058,DE,84421998,1.1267,1.1848
SSP2,2059,DE,84375463,1.129,1.1826
SSP2,2060,DE,84332583,1.1196,1.1673
SSP2,2061,DE,84295878,1.1167,1.1551
SSP2,2062,DE,84268651,1.1181,1.1453
SSP2,2063,DE,84250509,1.1188,1.1378
SSP2,2064,DE,84236965,1.1286,1.1415
SSP2,2065,DE,84229131,1.1506,1.1566
SSP2,2066,DE,84227028,1.1726,1.1744
SSP2,2067,DE,84226221,1.1861,1.1858
SSP2,2068,DE,84227558,1.1999,1.1974
SSP2,2069,DE,84230483,1.2105,1.2062
SSP2,2070,DE,84234786,1.2115,1.2063
SSP2,2071,DE,84239057,,
SSP2,2072,DE,84241672,,
SSP2,2073,DE,84242757,,
SSP2,2074,DE,84241664,,
SSP2,2075,DE,84235857,,
SSP2,2076,DE,84228074,,
SSP2,2077,DE,84215797,,
SSP2,2078,DE,84202668,,
SSP2,2079,DE,84188020,,
SSP2,2080,DE,84174853,,
SSP2,2081,DE,84161973,,
SSP2,2082,DE,84151712,,
SSP2,2083,DE,84141472,,
SSP2,2084,DE,84131834,,
SSP2,2085,DE,84122425,,
SSP2,2086,DE,84114174,,
SSP2,2087,DE,84109075,,
SSP2,2088,DE,84101244,,
SSP2,2089,DE,84097852,,
SSP2,2090,DE,84096518,,
SSP2,2091,DE,84096543,,
SSP2,2092,DE,84097905,,
SSP2,2093,DE,84100201,,
SSP2,2094,DE,84103004,,
SSP2,2095,DE,84106070,,
SSP2,2096,DE,84109121,,
SSP2,2097,DE,84111892,,
SSP2,2098,DE,84114260,,
SSP2,2099,DE,84116160,,
SSP2,2100,DE,84117337,,
SSP2,2022,DK,5873420,2.1516,1.3906
SSP2,2023,DK,5927971,1.8696,1.1334
SSP2,2024,DK,5959324,1.6055,1.1634
SSP2,2025,DK,5979924,1.1674,0.8346
SSP2,2026,DK,5998728,0.8044,0.5036
SSP2,2027,DK,6015778,0.6401,0.3721
SSP2,2028,DK,6030799,0.6714,0.4222
SSP2,2029,DK,6045664,0.7797,0.5391
SSP2,2030,DK,6059699,0.9334,0.7077
SSP2,2031,DK,6072787,1.1148,0.9068
SSP2,2032,DK,6084707,1.1657,0.9813
SSP2,2033,DK,6094990,1.1815,1.0243
SSP2,2034,DK,6103659,1.2354,1.0921
SSP2,2035,DK,6112281,1.2915,1.1575
SSP2,2036,DK,6119841,1.3498,1.2327
SSP2,2037,DK,6126427,1.4103,1.3042
SSP2,2038,DK,6132658,1.4739,1.3851
SSP2,2039,DK,6137167,1.5554,1.4877
SSP2,2040,DK,6140844,1.6408,1.5853
SSP2,2041,DK,6143867,1.6622,1.62
SSP2,2042,DK,6145947,1.6732,1.6437
SSP2,2043,DK,6147433,1.6755,1.6545
SSP2,2044,DK,6148485,1.6827,1.6682
SSP2,2045,DK,6149190,1.6754,1.6658
SSP2,2046,DK,6149637,1.6728,1.6669
SSP2,2047,DK,6149902,1.6718,1.6686
SSP2,2048,DK,6150023,1.664,1.6627
SSP2,2049,DK,6150065,1.6567,1.6565
SSP2,2050,DK,6150048,1.6451,1.6449
SSP2,2051,DK,6150086,1.6247,1.6232
SSP2,2052,DK,6150233,1.5986,1.5943
SSP2,2053,DK,6150611,1.5707,1.5605
SSP2,2054,DK,6151463,1.5359,1.5186
SSP2,2055,DK,6152708,1.4999,1.4759
SSP2,2056,DK,6154374,1.4367,1.4077
SSP2,2057,DK,6156225,1.3764,1.3423
SSP2,2058,DK,6158510,1.3144,1.2762
SSP2,2059,DK,6160870,1.2627,1.2209
SSP2,2060,DK,6163606,1.2156,1.1702
SSP2,2061,DK,6166409,1.1555,1.1105
SSP2,2062,DK,6169084,1.1091,1.0652
SSP2,2063,DK,6171775,1.0794,1.0363
SSP2,2064,DK,6174342,1.0511,1.0099
SSP2,2065,DK,6176804,1.0391,0.9991
SSP2,2066,DK,6179236,1.0251,0.989
SSP2,2067,DK,6181224,1.0203,0.9902
SSP2,2068,DK,6182924,1.0317,1.0044
SSP2,2069,DK,6184563,1.0544,1.0287
SSP2,2070,DK,6186068,1.0763,1.0535
SSP2,2071,DK,6187363,,
SSP2,2072,DK,6188499,,
SSP2,2073,DK,6189318,,
SSP2,2074,DK,6189992,,
SSP2,2075,DK,6190185,,
SSP2,2076,DK,6190109,,
SSP2,2077,DK,6189285,,
SSP2,2078,DK,6188033,,
SSP2,2079,DK,6186313,,
SSP2,2080,DK,6184150,,
SSP2,2081,DK,6181613,,
SSP2,2082,DK,6179001,,
SSP2,2083,DK,6175968,,
SSP2,2084,DK,6172601,,
SSP2,2085,DK,6168918,,
SSP2,2086,DK,6165006,,
SSP2,2087,DK,6161150,,
SSP2,2088,DK,6156760,,
SSP2,2089,DK,6152890,,
SSP2,2090,DK,6149167,,
SSP2,2091,DK,6145644,,
SSP2,2092,DK,6142363,,
SSP2,2093,DK,6139329,,
SSP2,2094,DK,6136608,,
SSP2,2095,DK,6134161,,
SSP2,2096,DK,6132012,,
SSP2,2097,DK,6130160,,
SSP2,2098,DK,6128580,,
SSP2,2099,DK,6127225,,
SSP2,2100,DK,6126086,,
SSP2,2022,EE,1331796,2.4174,0.8359
SSP2,2023,EE,1371817,1.8283,0.0388
SSP2,2024,EE,1380158,1.838,1.6275
SSP2,2025,EE,1377519,1.5208,1.7349
SSP2,2026,EE,1374354,1.2569,1.509
SSP2,2027,EE,1370686,1.1669,1.4577
SSP2,2028,EE,1366487,1.2164,1.5223
SSP2,2029,EE,1362440,1.2997,1.5929
SSP2,2030,EE,1358611,1.4023,1.6833
SSP2,2031,EE,1354919,1.478,1.7459
SSP2,2032,EE,1351464,1.5754,1.8249
SSP2,2033,EE,1348287,1.5865,1.8148
SSP2,2034,EE,1345410,1.6571,1.8025
SSP2,2035,EE,1344440,1.7362,1.7993
SSP2,2036,EE,1343742,1.823,1.8702
SSP2,2037,EE,1343195,1.9169,1.9482
SSP2,2038,EE,1342917,1.9801,2.0028
SSP2,2039,EE,1342596,2.0046,2.0256
SSP2,2040,EE,1342365,2.0267,2.042
SSP2,2041,EE,1342193,1.9903,2.0013
SSP2,2042,EE,1342075,1.9607,1.9687
SSP2,2043,EE,1341983,1.911,1.9196
SSP2,2044,EE,1341849,1.8836,1.8944
SSP2,2045,EE,1341698,1.8473,1.8598
SSP2,2046,EE,1341520,1.8194,1.8348
SSP2,2047,EE,1341293,1.7794,1.7991
SSP2,2048,EE,1341001,1.7473,1.7699
SSP2,2049,EE,1340698,1.671,1.6979
SSP2,2050,EE,1340292,1.5955,1.6307
SSP2,2051,EE,1339770,1.5208,1.5636
SSP2,2052,EE,1339162,1.4753,1.5228
SSP2,2053,EE,1338517,1.4336,1.4842
SSP2,2054,EE,1337827,1.3901,1.4478
SSP2,2055,EE,1336995,1.3511,1.4213
SSP2,2056,EE,1335974,1.3111,1.3994
SSP2,2057,EE,1334669,1.2981,1.4016
SSP2,2058,EE,1333247,1.2974,1.415
SSP2,2059,EE,1331575,1.3179,1.4503
SSP2,2060,EE,1329771,1.3466,1.4879
SSP2,2061,EE,1327870,1.3881,1.5338
SSP2,2062,EE,1325957,1.4158,1.565
SSP2,2063,EE,1323973,1.4451,1.5972
SSP2,2064,EE,1321991,1.4795,1.6322
SSP2,2065,EE,1319996,1.5063,1.6583
SSP2,2066,EE,1318041,1.5074,1.6585
SSP2,2067,EE,1316075,1.4982,1.6489
SSP2,2068,EE,1314135,1.4786,1.6273
SSP2,2069,EE,1312225,1.4443,1.5878
SSP2,2070,EE,1310424,1.3968,1.532
SSP2,2071,EE,1308733,,
SSP2,2072,EE,1307120,,
SSP2,2073,EE,1305614,,
SSP2,2074,EE,1304183,,
SSP2,2075,EE,1302767,,
SSP2,2076,EE,1301406,,
SSP2,2077,EE,1299986,,
SSP2,2078,EE,1298562,,
SSP2,2079,EE,1297149,,
SSP2,2080,EE,1295795,,
SSP2,2081,EE,1294533,,
SSP2,2082,EE,1293365,,
SSP2,2083,EE,1292245,,
SSP2,2084,EE,1291303,,
SSP2,2085,EE,1290471,,
SSP2,2086,EE,1289707,,
SSP2,2087,EE,1289125,,
SSP2,2088,EE,1288585,,
SSP2,2089,EE,1288266,,
SSP2,2090,EE,1288111,,
